Handle,Post,Date
@nc_missy,kenyapowercare kenyapower contact numbers working cant reach anyone cannot load tokens account,22-Jun
@TeamPepFC,still waiting token even dm,22-Jun
@allankibera1,greetings mtr token date units amt tknamt othercharges details dial,22-Jun
@Wicky_dude,happens meter codes sent deleted mistake bern buying tokens rejected please assist,22-Jun
@Alf_Shottaz,hello bought tokens unable load metre number,22-Jun
@mabassz,kenyapowercare trying load token getting reject meter number kindly assist,22-Jun
@VonnieMwangi,tried numerous occasions update token whenever buy tokens receiving reset codes assist,22-Jun
@kenju_nancy,kenyapowercare trying load tokens meter number rejecting,22-Jun
@Bethuelbett,kenyapowercare bought tokens hamtumi code,22-Jun
@Janewagura77,ive trying feed tokenthey keep rejectingsince thursday ive blackouti keep calling people noone picks supposed,22-Jun
@dmachira,kindly give upgrade codes meter bought tokens since yesterday loading ciu giving message reject kindly assistwe darkness,22-Jun
@Janewagura77,kenyapowercare ive trying feed token keep rejecting ive blackout since thursdayyour lines arent going throughwhat expected,22-Jun
@MorisMusyimi,kenyapowercare meter showing padlock error cannot purchase tokens kindly assist,22-Jun
@telef95837,heeey bought token havent received vodeey,22-Jun
@Sassy_Lillian,kenyapowercare please help updating code meter number dont power meter load tokens,22-Jun
@LiamReign377039,cant load tokens didnt send codes update sina stima aint replying dms supposed meter number,22-Jun
@Janewagura77,kenyapowercare ive trying feed token since thursday keep rejectingive tried buying different numberstill rejecting ive tried calling lines noone pick ive blackout house others power,22-Jun
@CarolineVirtual,kenyapowercare havent power since thursday ruai maji ya pili expect generator brought back kindly token,22-Jun
@OsoreLysa,kenyapowercare get codes mtr bought tokens without update codes kindly assist,22-Jun
@Jkusengafarm,paid tokens since yesterday yet received codes kindly assist confirmed kes sent kplc prepaid tokens account ref jun eat charges kes,22-Jun
@OsoreLysa,kenyapowercare darkness since yesterday token numbers rejected get httpcodesmy mtr,22-Jun
@BakitaSassy,kenyapowercare getting error trying buy tokenswhats going,22-Jun
@Evanschrislam,meter number rejecting tokens bought,22-Jun
@_Jonah_25,kenyapowercare ignorant responding customers complaints ive bought prepaid tokens severally get tokens without meter update codes tuko kwa giza bana need meter update codes zenye hatumi meter,22-Jun
@lodecassy,bought tokens yesterday havent gotten update code key tokens rejected,22-Jun
@kiman1244,kind send update number meter yesterday purchased token equity app token number meter number eat tried load token rejected,22-Jun
@linho07,im loading token avail goes back kindly assist,22-Jun
@AngelahRichard,token delays todayi bought tokens na sijapata bado,22-Jun
@yehnda,customer care terrible nd day im unable input token guys sent codes update reset work swiftly meter number kenyapowercare,22-Jun
@MohNderitu,responding need load tokens kindly address check dm meter,22-Jun
@Paul000__,cant load tokens numbers answered kenyapowercare kenyapowercare kenyapowercare kenyapowercare kenyapowercare kenyapowercare,22-Jun
@alfafimel,kenyapowercare im keying tokens power app meter rejecting please share reset update codes meter number,22-Jun
@alfafimel,hi im keying tokens power app meter rejecting please share reset update codes meter number,22-Jun
@LindaMwana,kenyapowercare trying load token giving plcerr prompt meant meter,22-Jun
@onsinyokevin,hello please assist bought tokens trying load account keep getting rejected havent received reset code,22-Jun
@CarolNduti,work cause ive waited like forever need load token first need update meter process failed next thats meter number,22-Jun
@Sassy_Lillian,kenyapowercare im issue loading tokens meter meter kindly assist,22-Jun
@njerikenyada,kenyapowercare nitumieni tokens please check dm,22-Jun
@Gachagua1,bought tokens twice yesterday first amount response second amount got token number input says reject never received sms update codes account,22-Jun
@wangaridaniel,hey one getting codes waited last hours current tokens running kindly assist meter number,22-Jun
@Shining_Stan,kenyapowercare kenyapower meter wont accept new tokens buy without updating havent received two updating codes please help whole building darkness,22-Jun
@juniorgachoka,kenyapowercare morningmy tokens arent loading please help darkness,22-Jun
@nc_missy,kenyapowercare unable load tokens please assist keep getting error failed message happening please assist,22-Jun
@nc_missy,unable load tokens please assist keep getting error failed message happening,22-Jun
@nc_missy,kenyapowercare lines going unable load tokens keep getting failed error message please assist,22-Jun
@gwasyke,kenyapowercare updated meter loaded tokens went blank afterwards meter cant get customer service please assist genz financebill,22-Jun
@Dommymokaya6,ciu rejecting tokens meter kindly assist darkness,22-Jun
@AngryMillenial0,kenyapowercare trying load tokens keeps getting rejected meter please help ive darkness since yesterday asante,22-Jun
@AlexMut84408045,hello update token meter bought tokens several times didnt receive codesmy account number phone number,22-Jun
@SeN_Mbugua2,kenyapowercare please assist token wont load food fridge go bad almost hours dont know kindly assist tokens rejected meter number aki pleasekenyapowercare,22-Jun
@AlexMut84408045,hello update token meter account number,22-Jun
@jacklinemoraa12,tokens please,22-Jun
@MiritiTracy,hello im dark since yesterday na najaribu kueka update codes inasema failed kindly help account number also token box takes long accept tokens hata kuwaka huwa inawaka time inajiskia,22-Jun
@stevengugi,kenyapowercare problems loading token meter number kindly assist,22-Jun
@oneangrykenyan,kenyapowercare sflmny confirmed sent kplc prepaid account pm new received token till,22-Jun
@Shining_Stan,kenyapowercare kenyapower bought tokens twice mtr keeps rejecting informed friend update meter didnt receive two codes update meter possible send update,22-Jun
@Paulow54634938,kenyapowercare meter keeps rejecting tokens everything correct,22-Jun
@Charles17077999,bought token worth ksh update meter havent received httpcodesmy meter number advice,22-Jun
@moses Austins,kenyapowercare bought tokens thursday unable feed meter get message pad lock try feed kindly assist,22-Jun
@bensonwanjau51,bought tokens received yet metre,22-Jun
@cheeky68584755,paid tokens twice past hours keep getting rejected meter still dark,22-Jun
@AshaMwamrezi34,hi received message kplc na nimebuy token nikieka inasema reject mombasa kindly assistkenyapowercare,22-Jun
@MilesMathews12,kenyapowercare bought tokens worth th june till havent recieved tokens keep calling customer care put hold minutes mtr bank ref could problem,22-Jun
@kimondiojames,kenyapowercare tokens purchased rejected meter please advise help thanks,22-Jun
@cheptabTuimisin,kenyapowercare metre wont accept tokens kindly reach,21-Jun
@Rodgie_,kenyapowercare kindly send tokens bought evening accounti stranded,21-Jun
@OSANOREGE,kenyapowercare tokens loading kindly assist,21-Jun
@qui_francis,offices nyeri told someone would sent location decode token taken circles following really patient kindly stop frustrating,21-Jun
@qui_francis,dont guys even reply help customers texting since wednesday one replied dm went offices nyeri havent received help yet ignoring issue wrongfully bought tokens requesting reversal,21-Jun
@Garryvee3e,people using prepaid meters actually theyre tenants especially nairobi kindly share update codes based number loading tokens meter based meters registered,21-Jun
@georjeyjohn,kenyapowercare load token update loaded successfully,21-Jun
@TaylorR74225323,kenyapowercare hey guys sijapata token na nimelipa sms confirmation hsflmbok confirmed ksh sent kplc prepaid account pm new mpesa balance ksh,21-Jun
@weremaumo,kenyapowercare cant put tokens httpmeteris issues metre,21-Jun
@MrsDee2021,kenyapowercare updated token response pad loc,21-Jun
@Joycemuguremain,tokens keep rejected account,21-Jun
@__h_a_z_e_l,meter number aint buying tokens since wednesday darknesseverytime try feeding tokens says rejectwhat happening,21-Jun
@AntonyMuriiki1,paid tokens twice meter accepting meter number,21-Jun
@kiriiba,kenya power frustrating customers blocking tokens really business,21-Jun
@wanjuhi,bought bob tokens two days ago im yet receive httpunitsmtr number,21-Jun
@RozielahK,hello bought tokens code update isnt coming buy twice customer care number isnt answering,21-Jun
@BrianOnduko13,unable feed tokens bought via equity update yet advised,21-Jun
@ToshNjagi,kenyapowercare received update codes try load latest token nothing happens kindly assist meter number,21-Jun
@EvaWainaina,kenyapowercare surely send token codes,21-Jun
@asenji_gerald,unable load tokens account keep getting rejected message kindl also send update codes,21-Jun
@Oxalis019,bought tokens several times rejected meter tried times ac please help,21-Jun
@Kalunda_1,sflcafo confirmed ksh sent kplc prepaid account kindly assist nimelipia mtu stima token sijapata,21-Jun
@Helpabroda1,kenya power bought tokens sent two codes bad thing upon coding telling fault kindly assist,21-Jun
@juliuskj4,kenyapowercare bought tokens meter number ref mpesa code sfkagy yesterday evening tokens shared reply dm direct chat,21-Jun
@callyie,unable load tokens,21-Jun
@M_vyktar,kenyapowercare please advice token loading issue mtr screen displays reject double checked meter correct confirmed entered digit correctly also bought tokens nd time still result,21-Jun
@JaneOtoko,kenyapowercare mtr token date receipt amount kshs units able load token get error eeeee please assist,21-Jun
@en8_ad,meter loading tokens,21-Jun
@Peru_Injeni,still waiting tokens statehousekenya williamsruto beg tokens paying,21-Jun
@rumpel_jordan,kenyapowercare cannot buy token meters dmed response watu wanalala kwa giza,21-Jun
@deejayslim254,bought tokens sent reset codes different meter number cant load tokens,21-Jun
@nc_missy,unable load tokens account keep getting rejected message,21-Jun
@nyabutierick,hello meter loading tokens every time try tells connection failure kindly help meter number,21-Jun
@nyabutierick,meter number loading tokens every time try tells connection failure kindly help meter number,21-Jun
@wuodseme10,cant update tokens,21-Jun
@Evelyne_Tweeter,meter rejecting tokens meter number please help,21-Jun
@JusticeKipngen4,please update token meter number,21-Jun
@SirCharlesMich,hi tokens accepting kindly check dm fraustrating,21-Jun
@Evelyne_Tweeter,kenyapowercare bought tokens twice meter rejecting please assist meter number,21-Jun
@DansonGift,prepaid meter rejecting tokens able reach customer care since yesterday token number,21-Jun
@MartinNjir57511,kenyapowercare update token meter,21-Jun
